SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2023-2024,35,NEW MEXICO,NM,NORTH ELEMENTARY,ALAMOGORDO,01,,NM-046,3500030,NM-046-114,350003000010,3500010,1300 N. FLORIDA,,,ALAMOGORDO,NM,88310,,1300 NORTH FLORIDA,,,ALAMOGORDO,NM,88310,,(575)812-5400,http://www.aps4kids.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DESERT STAR ELEMENTARY,ALAMOGORDO,01,,NM-046,3500030,NM-046-144,350003000012,3500012,400 S WASHINGTON AVE,,,ALAMOGORDO,NM,88310,,400 S WASHINGTON AVE,,,ALAMOGORDO,NM,88310,,(575)812-5750,http://www.aps4kids.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SIERRA ELEMENTARY,ALAMOGORDO,01,,NM-046,3500030,NM-046-150,350003000013,3500013,2211 PUERTO RICO AVE,,,ALAMOGORDO,NM,88310,,2211 PUERTO RICO AVE,,,ALAMOGORDO,NM,88310,,(575)812-5800,http://www.aps4kids.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,YUCCA ELEMENTARY,ALAMOGORDO,01,,NM-046,3500030,NM-046-181,350003000016,3500016,310 DALE SCOTT BLVD,,,ALAMOGORDO,NM,88310,,310 DALE SCOTT BLVD,,,ALAMOGORDO,NM,88310,,(575)812-6900,http://www.aps4kids.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MOUNTAIN VIEW MIDDLE,ALAMOGORDO,01,,NM-046,3500030,NM-046-003,350003000798,3500798,500 SOUTH WASHINGTON AVENUE,,,ALAMOGORDO,NM,88310,,500 SOUTH WASHINGTON AVENUE,,,ALAMOGORDO,NM,88310,,(575)812-6400,http://www.aps4kids.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ACADEMY DEL SOL ALT.,ALAMOGORDO,01,,NM-046,3500030,NM-046-004,350003000799,3500799,1200 N FLORIDA AVE  BLDG C,,,ALAMOGORDO,NM,88310,,1200 N FLORIDA AVE BLDG C,,,ALAMOGORDO,NM,88310,,(575)812-5500,http://www.aps4kids.org,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,10,12,High,As reported
2023-2024,35,NEW MEXICO,NM,STEPPING STONES PRESCHOOL,ALAMOGORDO,01,,NM-046,3500030,NM-046-182,350003001158,3501158,805 E 12TH ST BLDG F,,,ALAMOGORDO,NM,88310,,805 E 12TH ST BLDG F,,,ALAMOGORDO,NM,88310,,(575)812-5400,http://ss.alamogordoschools.org/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported
2023-2024,35,NEW MEXICO,NM,A. MONTOYA ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-321,350006000017,3500017,24 PUBLIC SCHOOL RD,,,TIJERAS,NM,87059,,24 PUBLIC SCHOOL RD,,,TIJERAS,NM,87059,,(505)281-0880,http://rams.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,JOHN ADAMS MIDDLE,ALBUQUERQUE,01,,NM-001,3500060,NM-001-405,350006000019,3500019,5401 GLENRIO RD NW,,,ALBUQUERQUE,NM,87105,,5401 GLENRIO RD NW,,,ALBUQUERQUE,NM,87105,,(505)831-0400,http://johnadams.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ADOBE ACRES ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-206,350006000020,3500020,1724 CAMINO DEL VALLE SW,,,ALBUQUERQUE,NM,87105,,1724 CAMINO DEL VALLE SW,,,ALBUQUERQUE,NM,87105,,(505)877-4799,http://adobeacres.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ALAMEDA ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-207,350006000021,3500021,412 ALAMEDA BLVD NW,,,ALBUQUERQUE,NM,87114,,412 ALAMEDA BLVD NW,,,ALBUQUERQUE,NM,87114,,(505)898-0070,http://Alameda.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ALAMOSA ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-210,350006000022,3500022,6500 SUNSET GARDENS RD SW,,,ALBUQUERQUE,NM,87121,,6500 SUNSET GARDENS RD SW,,,ALBUQUERQUE,NM,87121,,(505)836-0288,http://alamosa.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ALBUQUERQUE HIGH,ALBUQUERQUE,01,,NM-001,3500060,NM-001-590,350006000024,3500024,800 ODELIA RD NE,,,ALBUQUERQUE,NM,87102,,800 ODELIA RD NE,,,ALBUQUERQUE,NM,87102,,(505)843-6400,http://albuquerquehigh.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ALVARADO ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-213,350006000025,3500025,1100 SOLAR RD NW,,,ALBUQUERQUE,NM,87107,,1100 SOLAR RD NW,,,ALBUQUERQUE,NM,87107,,(505)344-4412,http://alvarado.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,APACHE ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-214,350006000026,3500026,12800 COPPER ST NE,,,ALBUQUERQUE,NM,87123,,12800 COPPER ST NE,,,ALBUQUERQUE,NM,87123,,(505)292-7735,http://apache.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ARMIJO ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-215,350006000027,3500027,1440 GATEWOOD RD SW,,,ALBUQUERQUE,NM,87105,,1440 GATEWOOD RD SW,,,ALBUQUERQUE,NM,87105,,(505)877-2920,http://armijo.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ARROYO DEL OSO ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-329,350006000028,3500028,6504 HARPER NE,,,ALBUQUERQUE,NM,87109,,6504 HARPER NE,,,ALBUQUERQUE,NM,87109,,(505)821-9393,http://arroyodeloso.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ATRISCO ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-216,350006000029,3500029,1201 ATRISCO RD SW,,,ALBUQUERQUE,NM,87105,,1201 ATRISCO RD SW,,,ALBUQUERQUE,NM,87105,,(505)877-2772,http://atrisco.aps.edu.,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BANDELIER ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-222,350006000030,3500030,3309 PERSHING ST SE,,,ALBUQUERQUE,NM,87106,,3309 PERSHING ST SE,,,ALBUQUERQUE,NM,87106,,(505)255-8744,http://bandelier.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BARCELONA ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-225,350006000031,3500031,2311 BARCELONA RD SW,,,ALBUQUERQUE,NM,87105,,2311 BARCELONA RD SW,,,ALBUQUERQUE,NM,87105,,(505)877-0400,http://barcelona.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BEL-AIR ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-228,350006000032,3500032,4725 CANDELARIA RD NE,,,ALBUQUERQUE,NM,87110,,4725 CANDELARIA RD NE,,,ALBUQUERQUE,NM,87110,,(505)888-4033,http://bel-air.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BELLEHAVEN ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-229,350006000033,3500033,8701 PRINCESS JEANNE ST NE,,,ALBUQUERQUE,NM,87112,,8701 PRINCESS JEANNE ST NE,,,ALBUQUERQUE,NM,87112,,(505)298-7489,http://Bellehaven.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CARLOS REY ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-339,350006000035,3500035,1215 CERRILLOS RD SW,,,ALBUQUERQUE,NM,87121,,1215 CERRILLOS RD SW,,,ALBUQUERQUE,NM,87121,,(505)836-7738,http://carlosrey.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CHAPARRAL ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-234,350006000036,3500036,6325 MILNE RD NW,,,ALBUQUERQUE,NM,87120,,6325 MILNE RD NW,,,ALBUQUERQUE,NM,87120,,(505)831-3301,http://chaparral.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CHELWOOD ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-236,350006000037,3500037,12701 CONSTITUTION AV NE,,,ALBUQUERQUE,NM,87112,,12701 CONSTITUTION AV NE,,,ALBUQUERQUE,NM,87112,,(505)296-5655,http://chelwood.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CIBOLA HIGH,ALBUQUERQUE,01,,NM-001,3500060,NM-001-580,350006000038,3500038,1510 ELLISON DR NW,,,ALBUQUERQUE,NM,87114,,1510 ELLISON DR NW,,,ALBUQUERQUE,NM,87114,,(505)897-0110,http://cibola.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,PETROGLYPH ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-317,350006000039,3500039,5100 MARNA LYNN AVE NW,,,ALBUQUERQUE,NM,87114,,5100 MARNA LYNN AVE NW,,,ALBUQUERQUE,NM,87114,,(505)898-0923,http://petroglyph.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,COCHITI ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-237,350006000040,3500040,3100 SAN ISIDRO RD NW,,,ALBUQUERQUE,NM,87107,,3100 SAN ISIDRO RD NW,,,ALBUQUERQUE,NM,87107,,(505)345-1432,http://cochiti.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,COLLET PARK ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-240,350006000041,3500041,2100 MORRIS ST NE,,,ALBUQUERQUE,NM,87112,,2100 MORRIS ST NE,,,ALBUQUERQUE,NM,87112,,(505)298-3010,http://colletpark.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,COMANCHE ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-241,350006000042,3500042,3505 PENNSYLVANIA ST NE,,,ALBUQUERQUE,NM,87110,,3505 PENNSYLVANIA ST NE,,,ALBUQUERQUE,NM,87110,,(505)884-5275,http://chaparral.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LEW WALLACE ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-373,350006000043,3500043,513 SIXTH ST NW,,,ALBUQUERQUE,NM,87102,,513 SIXTH ST NW,,,ALBUQUERQUE,NM,87102,,(505)848-9409,http://lewwallace.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DEL NORTE HIGH,ALBUQUERQUE,01,,NM-001,3500060,NM-001-514,350006000044,3500044,5323 MONTGOMERY NE,,,ALBUQUERQUE,NM,87110,,5323 MONTGOMERY NE,,,ALBUQUERQUE,NM,87110,,(505)883-7222,http://delnorte.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,DOLORES GONZALES ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-244,350006000045,3500045,900 ATLANTIC ST SW,,,ALBUQUERQUE,NM,87102,,900 ATLANTIC ST SW,,,ALBUQUERQUE,NM,87102,,(505)764-2020,http://doloresgonzales.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MACARTHUR ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-303,350006000046,3500046,1100 MACARTHUR RD NW,,,ALBUQUERQUE,NM,87107,,1100 MACARTHUR RD NW,,,ALBUQUERQUE,NM,87107,,(505)344-1482,http://macarthur.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DURANES ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-249,350006000047,3500047,2436 ZICKERT RD NW,,,ALBUQUERQUE,NM,87104,,2436 ZICKERT RD NW,,,ALBUQUERQUE,NM,87104,,(505)764-2017,http://duranes.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,EAST SAN JOSE ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-252,350006000048,3500048,415 THAXTON AVE SE,,,ALBUQUERQUE,NM,87102,,415 THAXTON AVE SE,,,ALBUQUERQUE,NM,87102,,(505)764-2005,http://eastsanjose.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,EISENHOWER MIDDLE,ALBUQUERQUE,01,,NM-001,3500060,NM-001-480,350006000049,3500049,11001 CAMERO RD NE,,,ALBUQUERQUE,NM,87111,,11001 CAMERO RD NE,,,ALBUQUERQUE,NM,87111,,(505)292-2530,http://eisenhower.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ELDORADO HIGH,ALBUQUERQUE,01,,NM-001,3500060,NM-001-515,350006000050,3500050,11300 MONTGOMERY BLVD NE,,,ALBUQUERQUE,NM,87111,,11300 MONTGOMERY BLVD NE,,,ALBUQUERQUE,NM,87111,,(505)296-4871,http://eldorado.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,EMERSON ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-255,350006000051,3500051,620 GEORGIA ST SE,,,ALBUQUERQUE,NM,87108,,620 GEORGIA ST SE,,,ALBUQUERQUE,NM,87108,,(505)255-9091,http://emerson.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ERNIE PYLE MIDDLE,ALBUQUERQUE,01,,NM-001,3500060,NM-001-450,350006000052,3500052,1820 VALDORA DR SW,,,ALBUQUERQUE,NM,87105,,1820 VALDORA DR SW,,,ALBUQUERQUE,NM,87105,,(505)877-3770,http://erniepyle.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,JANET KAHN FINE ARTS ACADEMY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-258,350006000053,3500053,9717 INDIAN SCHOOL RD NE,,,ALBUQUERQUE,NM,87112,,9717 INDIAN SCHOOL RD NE,,,ALBUQUERQUE,NM,87112,,(505)299-4483,http://eubank.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,EUGENE FIELD ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-261,350006000054,3500054,700 EDITH BLVD SE,,,ALBUQUERQUE,NM,87102,,700 EDITH BLVD SE,,,ALBUQUERQUE,NM,87102,,(505)764-2014,http://eugenefield.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,FREEDOM HIGH,ALBUQUERQUE,01,,NM-001,3500060,NM-001-596,350006000055,3500055,5200 CUTLER NE,,,ALBUQUERQUE,NM,87110,,5200 CUTLER NE,,,ALBUQUERQUE,NM,87110,,(505)884-6012,http://freedom.aps.edu,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,GARFIELD MIDDLE,ALBUQUERQUE,01,,NM-001,3500060,NM-001-410,350006000056,3500056,3501 SIXTH ST NW,,,ALBUQUERQUE,NM,87107,,3501 SIXTH ST NW,,,ALBUQUERQUE,NM,87107,,(505)344-1647,http://garfield.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,GOV BENT ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-230,350006000057,3500057,5700 HENDRIX RD NE,,,ALBUQUERQUE,NM,87110,,5700 HENDRIX RD NE,,,ALBUQUERQUE,NM,87110,,(505)881-9797,http://governorbent.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,GRANT MIDDLE,ALBUQUERQUE,01,,NM-001,3500060,NM-001-413,350006000058,3500058,1111 EASTERDAY NE,,,ALBUQUERQUE,NM,87112,,1111 EASTERDAY NE,,,ALBUQUERQUE,NM,87112,,(505)299-2113,http://grant.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,GRIEGOS ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-267,350006000059,3500059,4040 SAN ISIDRO NW,,,ALBUQUERQUE,NM,87107,,4040 SAN ISIDRO NW,,,ALBUQUERQUE,NM,87107,,(505)345-3661,http://griegos.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,HARRISON MIDDLE,ALBUQUERQUE,01,,NM-001,3500060,NM-001-415,350006000060,3500060,3912 ISLETA BLVD SW,,,ALBUQUERQUE,NM,87105,,3912 ISLETA BLVD SW,,,ALBUQUERQUE,NM,87105,,(505)877-1279,http://harrison.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,HAWTHORNE ELEMENTARY,ALBUQUERQUE,01,,NM-001,3500060,NM-001-270,350006000061,3500061,420 GENERAL SOMERVELL ST NE,,,ALBUQUERQUE,NM,87123,,420 GENERAL SOMERVELL ST NE,,,ALBUQUERQUE,NM,87123,,(505)299-4424,http://hawthorne.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,HAYES MIDDLE,ALBUQUERQUE,01,,NM-001,3500060,NM-001-416,350006000062,3500062,1100 TEXAS ST NE,,,ALBUQUERQUE,NM,87110,,1100 TEXAS ST NE,,,ALBUQUERQUE,NM,87110,,(505)265-7741,http://hayes.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,HIGHLAND HIGH,ALBUQUERQUE,01,,NM-001,3500060,NM-001-520,350006000063,3500063,4700 COAL AV SE,,,ALBUQUERQUE,NM,87108,,4700 COAL AV SE,,,ALBUQUERQUE,NM,87108,,(505)265-3711,http://highland.aps.edu,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
